,Name,Avg_Loss,Min_Loss,Max_Loss,Avg_Iters,Min_Iters,Max_Iters,Avg_Prec,Min_Prec,Max_Prec,Avg_Recall,Min_Recall,Max_Recall
0,single_layer_20,37647.92258799919,2.3009300020324734,489790.11538103427,120.88,14.0,400.0,0.012862698350784747,0.009616666666666666,0.11095365121707235,0.10000102917972514,0.09984779299847793,0.10020366598778004
0,single_layer_40,inf,2.3308164573368844,inf,119.06,14.0,400.0,0.029780578138371417,0.009684947491248541,0.11095730486991329,0.10009361380789715,0.09984251968503936,0.10368
0,single_layer_60,inf,2.4168832080964084,inf,178.76,15.0,400.0,0.03789639948400399,0.010583333333333333,0.21096096096096098,0.1005945017951245,0.1,0.12608944099378883
0,single_layer_80,inf,586.4154414281414,inf,179.7,15.0,400.0,0.045422454870411445,0.010251708618103017,0.205697282124639,0.10216910411518018,0.09954337899543378,0.17056666666666667
0,single_layer_100,inf,1698.5833979291751,inf,179.26,15.0,400.0,0.052226207697090216,0.009583333333333334,0.23575484301937205,0.10008667434213862,0.09984472049689441,0.10097493752189121
0,single_layer_120,inf,2495.6961184169595,inf,197.52,15.0,400.0,0.059397576838144894,0.009584930821803634,0.2109573048699133,0.1000809109682794,0.09954337899543378,0.10096000000000001
0,double_layer_20,inf,2.300959110476296,inf,27.42,13.0,39.0,0.02355524143919374,0.009583333333333334,0.11101092422403329,0.1015506696098723,0.09816507469222266,0.1354642313546423
0,double_layer_40,inf,2.275943378447468,inf,32.36,13.0,400.0,0.01976203899379135,0.01,0.11095365121707235,0.10289569149013161,0.09984779299847793,0.184
0,double_layer_60,inf,2.303268623061306,inf,43.56,13.0,400.0,0.02027916442354292,0.009616666666666666,0.13618804345924382,0.10179972556173636,0.09954337899543378,0.1594999669115214
0,double_layer_80,inf,2.3049074916071426,inf,59.04,13.0,400.0,0.022598311632221736,0.010416666666666668,0.1497175030939763,0.10815381385371728,0.09969558599695585,0.19847013698630137
0,double_layer_100,inf,2.318491257805362,inf,38.14,13.0,400.0,0.021678524011571765,0.010583333333333333,0.11095547773886945,0.1036424472107073,0.09984779299847793,0.1489246055380659
0,double_layer_120,1.1783203091940073e+33,2.307381345500775,5.891601545970012e+34,92.0,13.0,400.0,0.021417108414322053,0.009683333333333332,0.11096461949265687,0.10001065652965081,0.09954337899543378,0.10045879096181805
